Vehicle,Country,BR,WinRate,Games,Victories,Defeats,BattleType,UnitClass,UnitMoveType
saab_j21a_1,Sweden,4.3,0.5360230547550432,48734,16740,14490,ARB,exp_fighter,air
saab_b18b,Sweden,4.0,0.5290870169376948,107257,28176,25078,ARB,exp_bomber,air
sw_strv_m31,Sweden,1.0,0.4756504254432211,236754,77590,85534,GRB,exp_tank,tank
sw_strv_m38,Sweden,1.0,0.46841445116518965,254531,79919,90697,GRB,exp_tank,tank
sw_pvlvv_fm42,Sweden,1.7,0.4731759987660034,149612,46014,51231,GRB,exp_spaa,tank
ussr_asu_85,Ussr,6.3,0.4349795195457441,1013405,230122,298919,GRB,exp_tank_destroyer,tank
ki_32,Japan,1.3,0.516890021043305,22824,4667,4362,ARB,exp_bomber,air
b5n2,Japan,1.3,0.5222334709134803,61270,13412,12270,ARB,exp_bomber,air
ba_65_k14_l,Italy,1.3,0.5031232625829872,58716,15384,15193,ARB,exp_assault,air
germ_leopard_I,Germany,8.0,0.34991610591245226,2751368,638986,1187126,GRB,exp_tank,tank
germ_bmp_1_ddr,Germany,8.0,0.34879254822295236,650296,106794,199388,GRB,exp_tank,tank
itp_m1,Ussr,4.0,0.5590607588219687,90041,21071,16619,ARB,exp_fighter,air
germ_mkpz_m48a2c,Germany,7.7,0.34510197068327403,1575534,279173,529785,GRB,exp_tank,tank
uk_crusader_mk_2,Britain,2.7,0.5042423046566693,181571,56221,55275,GRB,exp_tank,tank
uk_valentine_mk_11,Britain,2.7,0.49742372285236963,97149,28286,28579,GRB,exp_tank,tank
uk_armored_car_mk_2_aa,Britain,3.7,0.44715717612346145,153994,30916,38223,GRB,exp_spaa,wheeled_vehicle
uk_marmon_herrington_mk_6_2pdr,Britain,2.3,0.5117548935282925,116993,39269,37465,GRB,exp_tank,wheeled_vehicle
uk_a27m_cromwell_5,Britain,3.3,0.5199366400249871,282951,93221,86072,GRB,exp_tank,tank
uk_marmon_herrington_mk_6_6pdr,Britain,3.3,0.5401093790691618,205219,72588,61807,GRB,exp_tank,wheeled_vehicle
hurricanemkii,Britain,2.3,0.5396633908079798,79104,18341,15645,ARB,exp_fighter,air
bf-109g-6,Germany,4.7,0.5060478199718706,201249,34181,33364,ARB,exp_fighter,air
bf-109g-2,Germany,4.3,0.4906463221055956,329387,59038,61289,ARB,exp_fighter,air
typhoon_mk1a,Britain,3.0,0.5517806670435275,82460,19522,15858,ARB,exp_fighter,air
it_pzkpfw_III_ausf_N,Italy,3.0,0.5061065422855039,55867,16493,16095,GRB,exp_tank,tank
do_17e_1,Germany,1.0,0.4949701039984131,103069,17467,17822,ARB,exp_bomber,air
germ_pzkpfw_38t_Marder_III,Germany,2.3,0.457300044256566,226689,59931,71123,GRB,exp_tank_destroyer,tank
germ_leopard_I_a1,Germany,9.0,0.4124266843177663,1621326,390048,555691,GRB,exp_tank,tank
saab_a21a_3,Sweden,4.3,0.5317692928206507,250905,79106,69654,ARB,exp_fighter,air
f_222_2,France,2.3,0.5348837209302325,48514,4968,4320,ARB,exp_bomber,air
a-35b,France,2.7,0.5558699063287528,108449,23381,18681,ARB,exp_bomber,air
germ_flakpanzer_IV_Kugelblitz,Germany,7.0,0.3266787984508645,663571,91015,187592,GRB,exp_spaa,tank
sw_tgdgb_m40_lv,Sweden,2.7,0.4670000932278214,277859,85157,97192,GRB,exp_spaa,wheeled_vehicle
fr_crusader_mk_2,France,2.7,0.5385877206686456,156351,48265,41349,GRB,exp_tank,tank
fr_m3a3_stuart,France,2.7,0.539255436785846,163577,51205,43750,GRB,exp_tank,tank
fr_m4a3_105_sherman,France,3.0,0.5290731453733717,213169,69207,61601,GRB,exp_tank,tank
sw_lvkv_42,Sweden,4.7,0.43116719001301984,295984,67557,89127,GRB,exp_spaa,tank
fr_amx_13_75,France,7.0,0.5339674710821444,449690,127316,111118,GRB,exp_tank,tank
fr_lorraine_100,France,6.0,0.49558822568952343,278308,75881,77232,GRB,exp_tank_destroyer,tank
sw_strv_101,Sweden,8.0,0.42648773393271394,316927,70965,95429,GRB,exp_tank,tank
ussr_t_44_100,Ussr,7.0,0.4780389194825632,1640039,500621,546618,GRB,exp_tank,tank
bf-109k-4,Germany,5.7,0.479870334898015,490183,113986,123549,ARB,exp_fighter,air
it_m18_hellcat,Italy,6.0,0.5153144992356904,291427,100122,94171,GRB,exp_tank,tank
la-5_type39,Ussr,3.3,0.49803525913339,42796,9379,9453,ARB,exp_fighter,air
fw-190a-5_cannons,Germany,4.3,0.4812627914088781,176852,20458,22051,ARB,exp_fighter,air
us_t54e1,Usa,8.0,0.4975711910878905,85394,23047,23272,GRB,exp_tank,tank
ki_43_2,Japan,2.7,0.5650954140162773,59984,20344,15657,ARB,exp_fighter,air
spitfire_xvi,Britain,5.0,0.552723319713611,66315,14745,11932,ARB,exp_fighter,air
germ_leopard_1a5,Germany,9.3,0.44164266971596444,1426418,380045,480481,GRB,exp_tank,tank
p-51d-5,Usa,4.0,0.4689795729306591,205639,50624,57321,ARB,exp_fighter,air
me-410a-1,Germany,3.3,0.48721979223619466,118641,28516,30012,ARB,exp_assault,air
germ_sdkfz_9_flak37,Germany,4.0,0.43657499291182306,515233,115485,149040,GRB,exp_tank_destroyer,tank
it_sherman_VII,Italy,4.7,0.4914056861728621,164004,48344,50035,GRB,exp_tank,tank
uk_charioteer_mk_7,Britain,6.3,0.48289611849439584,373562,104392,111787,GRB,exp_tank,tank
fr_amx_m4,France,7.0,0.5381922242135504,668720,239037,205111,GRB,exp_tank,tank
fr_aml_90,France,7.7,0.561240373347947,352907,96269,75260,GRB,exp_tank,wheeled_vehicle
he_112a_0,Germany,1.7,0.5484670993615113,106568,31182,25671,ARB,exp_fighter,air
ussr_t_28,Ussr,1.7,0.4271802290824745,287446,71457,95819,GRB,exp_tank,tank
ussr_su_5_1,Ussr,1.0,0.40876484537003044,181777,41199,59590,GRB,exp_tank_destroyer,tank
it_sherman_vc_firefly,Italy,5.0,0.48348124821070715,155374,42220,45105,GRB,exp_tank,tank
it_m26a1_pershing,Italy,6.7,0.47697137384271576,173423,44821,49149,GRB,exp_tank,tank
jp_navy_120mm_spg,Japan,2.7,0.5277121107266436,270956,95318,85307,GRB,exp_tank_destroyer,tank
p_108a_serie2,Italy,2.3,0.5096573925040239,17739,4433,4265,ARB,exp_assault,air
it_fiat_6614_106sr,Italy,6.7,0.5127181689976841,225751,79257,75325,GRB,exp_tank,wheeled_vehicle
ussr_is_3,Ussr,7.3,0.4637001727417838,1342720,318096,367899,GRB,exp_heavy_tank,heavy_tank
cn_m8_greyhound,China,1.0,0.47336540018644874,315106,108155,120326,GRB,exp_tank,wheeled_vehicle
cn_type_97_kai,China,2.3,0.4565232672571348,140618,38967,46389,GRB,exp_tank,tank
sw_stormpjas_fm43_44,Sweden,1.7,0.46633713993523096,296483,73872,84537,GRB,exp_tank_destroyer,tank
ussr_su_76m_1943,Ussr,2.0,0.4198326204203087,225212,56436,77989,GRB,exp_tank_destroyer,tank
germ_begleitpanzer_57,Germany,9.3,0.4573606524064249,2460628,632447,750372,GRB,exp_tank,tank
us_halftrack_m16,Usa,2.7,0.4007924572713839,634885,122596,183288,GRB,exp_spaa,tank
ussr_t_54_1949,Ussr,8.0,0.4984395176292924,436172,113871,114584,GRB,exp_tank,tank
uk_ratel_90,Britain,6.3,0.4943180936117364,400217,127366,130294,GRB,exp_tank,wheeled_vehicle
it_fiat_6616_cockerill,Italy,6.7,0.5031670276105065,223164,74116,73183,GRB,exp_tank,wheeled_vehicle
iar_81c,Italy,2.7,0.5532068220033629,17640,4606,3720,ARB,exp_fighter,air
sa_313b,Germany,8.3,0.4271543981459937,1708394,183579,246193,ARB,exp_helicopter,helicopter
la-5fn,Ussr,3.7,0.4801667633251994,218366,43881,47506,ARB,exp_fighter,air
jp_type_3_ho_ni_I,Japan,2.0,0.4967865675157307,96654,29528,29910,GRB,exp_tank_destroyer,tank
sm_91,Italy,3.7,0.5368543532149542,75968,21224,18310,ARB,exp_assault,air
sw_ikv_72,Sweden,1.7,0.48920114196135867,252656,85506,89281,GRB,exp_tank_destroyer,tank
uk_t17e2,Britain,2.0,0.44972131908964236,107472,23238,28434,GRB,exp_spaa,wheeled_vehicle
ussr_t_26_4,Ussr,1.0,0.3966546188114651,72620,14157,21534,GRB,exp_tank,tank
pe-3_early,Ussr,2.0,0.4910766297728115,96104,18546,19220,ARB,exp_assault,air
ussr_t_55_am,Ussr,9.0,0.47442625969661395,434018,123663,136995,GRB,exp_tank,tank
mi_4av,Ussr,8.0,0.48095829732065687,1068710,142456,153736,GRB,exp_helicopter,helicopter
us_t55e1,Usa,4.3,0.5343696707333071,60243,16294,14198,GRB,exp_tank_destroyer,wheeled_vehicle
sbd-3,Usa,2.0,0.4790726686765776,146565,23041,25054,ARB,exp_bomber,air
ussr_bmp_1,Ussr,8.0,0.4954176869950291,987532,270288,275288,GRB,exp_tank,tank
ussr_zsu_37,Ussr,3.3,0.41743941032096155,251221,52895,73818,GRB,exp_spaa,tank
ussr_zsu_57_2,Ussr,7.0,0.43713220711933537,1622717,404471,520812,GRB,exp_spaa,tank
f-84b,Usa,7.0,0.5300272472026666,268675,76643,67959,ARB,exp_assault,air
jp_m24_chaffee,Japan,3.7,0.536124869172511,375538,130110,112576,GRB,exp_tank,tank
saab_t18b_1,Sweden,4.3,0.543249975092159,86821,27263,22922,ARB,exp_bomber,air
germ_leopard_2pl,Germany,11.7,0.47252043774476093,1448029,427373,477081,GRB,exp_tank,tank
p-39q_25_france,France,3.7,0.6049638055842813,21716,5265,3438,ARB,exp_fighter,air
germ_flakpz_I_Gepard,Germany,8.3,0.37254647197104285,2822723,587796,989983,GRB,exp_spaa,tank
ussr_zsu_23_4,Ussr,8.0,0.4109375392477673,1162382,179959,257964,GRB,exp_spaa,tank
germ_leopard_2k,Germany,10.0,0.4747818776244107,1079744,309469,342344,GRB,exp_tank,tank
germ_destroyer_class1936a_z25,Germany,4.3,0.5504893238434164,12651,2475,2021,NRB,exp_destroyer,ship
germ_destroyer_class1924_leopard1932,Germany,3.7,0.4890318658493338,37369,9653,10086,NRB,exp_destroyer,ship
germ_ls_class,Germany,1.0,0.4501755070202808,30012,4617,5639,NRB,exp_torpedo_boat,fast_ship
do_217n_1,Germany,2.3,0.4820086990905496,71707,4876,5240,ARB,exp_fighter,air
jp_type_2_ka_mi,Japan,1.0,0.44797606805646445,59014,14376,17715,GRB,exp_tank,tank
uk_eland_90_mk_7,Britain,7.7,0.5162574007570611,253272,69147,64792,GRB,exp_tank,wheeled_vehicle
cn_lvt_4_zis_2,China,2.3,0.45999847435647506,184877,54272,63711,GRB,exp_tank_destroyer,tank
i-15bis_china,China,1.0,0.49430604383589294,126097,29386,30063,ARB,exp_fighter,air
a6m2_mod11,Japan,3.7,0.6097936010408658,52875,20622,13196,ARB,exp_fighter,air
germ_flakpanzer_38t_Gepard,Germany,1.7,0.47976415589872884,132205,36535,39617,GRB,exp_spaa,tank
ussr_object_906,Ussr,8.0,0.5259388400274834,793564,276333,249076,GRB,exp_tank,tank
us_t32,Usa,7.3,0.49371178086350936,783642,208140,213442,GRB,exp_heavy_tank,heavy_tank
germ_stuh_III_ausf_G,Germany,3.0,0.41443287717745214,298456,68352,96577,GRB,exp_tank_destroyer,tank
ussr_zis_30,Ussr,2.3,0.4444700799127462,478890,127146,158916,GRB,exp_tank_destroyer,tank
ussr_bt_7_m,Ussr,2.0,0.44427881692032634,673919,195815,244933,GRB,exp_tank,tank
f-84f_iaf,France,8.3,0.5717439293598234,1726,259,194,ARB,exp_assault,air
f6f-5_france,France,3.3,0.5823707062001636,274893,80412,57665,ARB,exp_fighter,air
me-410b-6_r3,Germany,5.0,0.49465975719533856,94709,20332,20771,ARB,exp_assault,air
cn_m24_chaffee,China,3.7,0.5112988936318494,422269,146730,140245,GRB,exp_tank,tank
cn_t_34_1942,China,4.0,0.4997690629640946,419473,140666,140796,GRB,exp_tank,tank
fr_bat_chat_25t,France,8.0,0.5602620027994075,150008,41228,32359,GRB,exp_tank,tank
cn_t_26_1940,China,1.0,0.44143918756138695,172464,47641,60281,GRB,exp_tank,tank
germ_kanonenboot_k2,Germany,4.3,0.4530386740331492,27048,6314,7623,NRB,exp_destroyer,ship
germ_destroyer_class1934a_1944,Germany,4.0,0.47129726457152293,33761,8563,9606,NRB,exp_destroyer,ship
germ_flakpanzer_IV_Ostwind_2,Germany,5.3,0.36987680954748375,1749668,289409,493038,GRB,exp_spaa,tank
a6m6c,Japan,5.0,0.5905728057392668,37819,10537,7305,ARB,exp_fighter,air
us_m19,Usa,4.0,0.40990268266309665,952224,199018,286507,GRB,exp_spaa,tank
jp_type_4_chi_to,Japan,4.7,0.5321543292308802,231611,73722,64813,GRB,exp_tank,tank
us_m42_duster,Usa,4.0,0.43488266562945677,825571,161004,209220,GRB,exp_spaa,tank
jp_type_3_ka_chi,Japan,2.0,0.5746677091477717,6728,2205,1632,GRB,exp_tank,tank
uk_ratel_20,Britain,6.7,0.49053418764634343,267364,81075,84204,GRB,exp_tank,wheeled_vehicle
jp_type_94,Japan,1.3,0.4554635248261505,72597,20566,24588,GRB,exp_spaa,wheeled_vehicle
b6n1,Japan,1.7,0.5299301450832885,24637,4931,4374,ARB,exp_bomber,air
il-2m,Ussr,3.3,0.5354454487741468,73469,17712,15367,ARB,exp_assault,air
jp_type_98_ta_se,Japan,1.7,0.4873243952784625,80825,24317,25582,GRB,exp_spaa,tank
germ_destroyer_class1936a_mob_z32,Germany,4.7,0.48211281821240326,40409,8598,9236,NRB,exp_destroyer,ship
germ_destroyer_class1936b,Germany,4.7,0.4857596191987307,32081,6123,6482,NRB,exp_destroyer,ship
germ_s38,Germany,1.0,0.44428453947368424,35516,6483,8109,NRB,exp_torpedo_boat,fast_ship
do_335a_0,Germany,4.7,0.4782666313278558,63292,14436,15748,ARB,exp_assault,air
uk_chieftain_mk_3,Britain,8.7,0.5219630565047294,297866,73780,67571,GRB,exp_tank,tank
us_t34,Usa,6.7,0.5098663647817374,2028607,578294,555913,GRB,exp_heavy_tank,heavy_tank
saab_t18b_2,Sweden,4.3,0.5556416301785113,54430,16497,13193,ARB,exp_bomber,air
cn_gmc_cckw_353_m45_quad,China,2.3,0.42480913182959884,234598,51246,69387,GRB,exp_spaa,wheeled_vehicle
bv-138c-1,Germany,1.7,0.49659620207810823,6741,1386,1405,ARB,exp_bomber,air
it_semovente_m41m_90,Italy,3.7,0.5030733569360996,162921,43623,43090,GRB,exp_tank_destroyer,tank
ussr_gaz_dshk,Ussr,1.0,0.39258371493989697,106898,21947,33957,GRB,exp_spaa,wheeled_vehicle
fw-190d-9,Germany,5.0,0.4605381893725452,688124,141878,166192,ARB,exp_fighter,air
jp_type_3_chi_nu_75cm_type_5,Japan,4.3,0.5509609083492705,104742,41197,33576,GRB,exp_tank,tank
jp_halftrack_m16,Japan,2.7,0.47501626930130747,176870,40146,44369,GRB,exp_spaa,tank
jp_type_4_chi_to_late,Japan,4.7,0.5477364945500836,164530,55076,45476,GRB,exp_tank,tank
mb_175t,France,3.3,0.553155052035305,32168,4199,3392,ARB,exp_bomber,air
ussr_btr_152a,Ussr,2.7,0.39997729623369743,456470,95133,142713,GRB,exp_spaa,wheeled_vehicle
us_halftrack_m3_75mm_gmc,Usa,1.7,0.42466384873628,185431,48827,66151,GRB,exp_tank_destroyer,tank
jp_m4a3e8_76w_sherman,Japan,5.7,0.5050069506297187,190314,60668,59465,GRB,exp_tank,tank
us_m56_scorpion,Usa,6.7,0.5026312822871131,1062179,280897,277956,GRB,exp_tank_destroyer,tank
d4y2,Japan,2.3,0.5541013824884793,10111,3006,2419,ARB,exp_bomber,air
us_t92,Usa,7.0,0.5026242259227768,1397951,380096,376127,GRB,exp_tank,tank
jp_type_75,Japan,6.3,0.48814173390205046,290979,75990,79682,GRB,exp_tank_destroyer,tank
ussr_bmp_2m,Ussr,10.3,0.3992593343421253,2517970,551453,829737,GRB,exp_tank,tank
jp_type_5_na_to,Japan,3.3,0.5031126799742928,187765,52450,51801,GRB,exp_tank_destroyer,tank
germ_pzkpfw_II_ausf_F,Germany,1.7,0.524895070364579,66981,19134,17319,GRB,exp_tank,tank
ju-87r-2,Germany,1.3,0.514229658532284,134585,23327,22036,ARB,exp_bomber,air
germ_flarakpz_1,Germany,10.0,0.42575786670228843,632185,101992,137562,GRB,exp_spaa,tank
it_l6,Italy,1.0,0.3988822497696127,104639,26836,40442,GRB,exp_tank,tank
uk_falcon,Britain,8.3,0.5304988842459383,680394,220139,194827,GRB,exp_spaa,tank
ussr_t_62,Ussr,8.7,0.4861964290642161,675587,176183,186187,GRB,exp_tank,tank
it_semovente_m42_75_34,Italy,2.3,0.510162222636584,26348,8208,7881,GRB,exp_tank_destroyer,tank
germ_waffentrager_krupp_steyr,Germany,5.7,0.4377443367428908,623461,130784,167984,GRB,exp_tank_destroyer,tank
b7a2,Japan,3.7,0.5805320172579694,90759,18703,13514,ARB,exp_bomber,air
sw_strv_103a,Sweden,8.0,0.4444905049547949,279554,67551,84423,GRB,exp_tank,tank
jp_m41_walker_bulldog,Japan,6.3,0.5026920202186553,276084,79362,78512,GRB,exp_tank,tank
jp_st_a1,Japan,6.3,0.48573656774617247,273520,82838,87703,GRB,exp_tank,tank
jp_type_61,Japan,6.7,0.4988602726703109,296611,92355,92777,GRB,exp_tank,tank
ussr_zsu_37_2,Ussr,7.7,0.41858416591731923,889468,159666,221777,GRB,exp_spaa,tank
hunter_f9_rhodesia,Britain,9.3,0.5235485975212003,23361,8026,7304,ARB,exp_fighter,air
uk_rooikat_105_td,Britain,9.7,0.5170187401649897,169587,54212,50643,GRB,exp_tank,wheeled_vehicle
uk_chieftain_marksman,Britain,8.3,0.4707592823925846,444336,89690,100832,GRB,exp_spaa,tank
sw_sav_m43_1944,Sweden,1.7,0.49206056342900634,138079,42671,44048,GRB,exp_tank_destroyer,tank
uk_rooikat_za_35,Britain,8.3,0.5543330464716006,395291,128827,103573,GRB,exp_spaa,wheeled_vehicle
fr_panhard_ebr_1951,France,5.3,0.5230903061360157,421142,137703,125546,GRB,exp_tank,wheeled_vehicle
it_m47_105,Italy,7.7,0.495535499282405,192400,51446,52373,GRB,exp_tank,tank
mi_24a,Ussr,8.7,0.4866685196077798,478325,75292,79417,GRB,exp_helicopter,helicopter
ussr_t_72a,Ussr,9.3,0.4640024113009055,1454590,426421,492585,GRB,exp_tank,tank
brigand_b1,Britain,4.0,0.5613974403320651,51104,8115,6340,ARB,exp_bomber,air
ussr_t_55a,Ussr,8.3,0.5055161018140908,1338508,431367,421953,GRB,exp_tank,tank
i-16_chung_28,China,1.3,0.5096379166981632,28525,6742,6487,ARB,exp_fighter,air
cn_m4a4_sherman,China,3.7,0.49391575823768213,323314,95873,98235,GRB,exp_tank,tank
pb4y-2_france,France,4.7,0.5720827178729689,14338,3873,2897,ARB,exp_bomber,air
mb_162,France,5.0,0.547939199064601,31618,3749,3093,ARB,exp_bomber,air
swift_f1,Britain,8.3,0.5562165242165242,87444,24404,19471,ARB,exp_fighter,air
a_4e_early,Usa,8.7,0.46923090344418467,466285,107574,121682,ARB,exp_assault,air
jp_st_a3,Japan,6.7,0.517181159359155,191858,61302,57229,GRB,exp_tank,tank
swift_f7,Britain,8.7,0.5300206047247112,34274,11061,9808,ARB,exp_fighter,air
germ_pzkpfw_VI_ausf_e_tiger,Germany,6.0,0.43325998738903265,3081365,827975,1083060,GRB,exp_heavy_tank,heavy_tank
ju-288c,Germany,6.0,0.45539389061849195,350394,64507,77144,ARB,exp_bomber,air
b_25j_30_vvs_ussr,Ussr,3.7,0.4921328065432869,45209,7100,7327,ARB,exp_bomber,air
ussr_zis_43,Ussr,3.0,0.4188252462604889,68412,16072,22302,GRB,exp_spaa,tank
ussr_t_72b,Ussr,10.3,0.41099178953947557,967300,202531,290255,GRB,exp_tank,tank
germ_flakpanzer_IV_Ostwind,Germany,3.3,0.37140569618717617,890680,168392,284999,GRB,exp_spaa,tank
germ_panzerjager_nashorn,Germany,5.3,0.43309290789650084,734621,161522,211428,GRB,exp_tank_destroyer,tank
mig-15bis_nr23_german,Germany,8.3,0.5318414474467326,247320,71488,62928,ARB,exp_fighter,air
he-162a-2,Germany,6.0,0.4227564036937693,101058,20647,28192,ARB,exp_fighter,air
yak-3_france,France,4.3,0.6421160163448442,87404,32057,17867,ARB,exp_fighter,air
germ_pzkpfw_II_ausf_C_td,Germany,1.3,0.6268656716417911,436,126,75,GRB,exp_tank,tank
germ_leopard_2a4,Germany,10.7,0.4491424879020881,1712523,504630,618911,GRB,exp_tank,tank
it_destroyer_turbine,Italy,3.3,0.4743146127229172,7315,1782,1975,NRB,exp_destroyer,ship
it_destroyer_soldati_serie1,Italy,4.0,0.5471976401179941,1547,371,307,NRB,exp_destroyer,ship
it_mas_classe500_3,Italy,1.0,0.4387556707712249,4900,677,866,NRB,exp_torpedo_boat,fast_ship
mc-205_serie1,Italy,3.7,0.5353292260300346,28630,5561,4827,ARB,exp_fighter,air
harrier_gr3,Britain,9.7,0.5091205605218652,50637,16858,16254,ARB,exp_assault,air
us_t26e5,Usa,6.7,0.5163637401204098,1820500,506716,474600,GRB,exp_heavy_tank,heavy_tank
jaguar_gr1,Britain,9.7,0.5024511082138201,55441,19269,19081,ARB,exp_assault,air
uk_chieftain_mk_10,Britain,9.0,0.5082563290959731,317595,89600,86689,GRB,exp_tank,tank
it_semovente_m43_105,Italy,3.0,0.48680148378604765,73001,20341,21444,GRB,exp_tank_destroyer,tank
it_41m_turan_2,Italy,2.3,0.5648944487881157,4217,1445,1113,GRB,exp_tank,tank
fr_lorraine_40t,France,7.7,0.5652170783152045,547709,157032,120794,GRB,exp_tank,tank
ab_205a_1,Italy,7.7,0.4828153499517185,87849,13500,14461,GRB,exp_helicopter,helicopter
it_stug_III_ausf_G,Italy,4.0,0.5108809708472102,82409,22396,21442,GRB,exp_tank_destroyer,tank
douglas_ad_4_france,France,6.0,0.5759614322024533,168563,41695,30697,ARB,exp_assault,air
d4y1,Japan,2.0,0.5363290175171364,38096,3521,3044,ARB,exp_bomber,air
it_of_40_mk_1,Italy,8.0,0.5145715211940377,232054,77778,73373,GRB,exp_tank,tank
uk_challenger_1,Britain,10.3,0.4894864279342424,235394,65297,68102,GRB,exp_tank,tank
hs-129b-2,Germany,2.3,0.4940557677066071,29609,6857,7022,ARB,exp_assault,air
hkp3c,Sweden,7.7,0.45806200453001134,279085,25886,30626,ARB,exp_helicopter,helicopter
ussr_t_90a,Ussr,11.0,0.41448304225212745,1053748,268081,378703,GRB,exp_tank,tank
s_199,Israel,3.3,0.5377532684800793,205776,43394,37301,ARB,exp_fighter,air
su-11,Ussr,7.3,0.5495101951962847,162585,37864,31041,ARB,exp_fighter,air
mi_24v,Ussr,9.7,0.4644366881953756,221264,45375,52324,ARB,exp_helicopter,helicopter
me-262c-1a,Germany,7.3,0.45611857476635514,31699,6247,7449,ARB,exp_fighter,air
cn_type_64,China,6.0,0.5583751007675861,43656,15931,12600,GRB,exp_tank,tank
germ_cruiser_koln,Germany,5.3,0.4803262426981153,22063,4358,4715,NRB,exp_cruiser,ship
fw-190a-8,Germany,5.0,0.4935142048049694,123068,10805,11089,ARB,exp_fighter,air
su_22m3,Ussr,11.0,0.47628720257571394,440443,90978,100037,ARB,exp_assault,air
germ_pzkpfw_Maus,Germany,7.7,0.41956479836988697,530461,121897,168635,GRB,exp_heavy_tank,heavy_tank
germ_leopard_2a5,Germany,12.0,0.5023630081923526,1638975,396808,393075,GRB,exp_tank,tank
ussr_zprk_2s6,Ussr,10.7,0.3808681883071066,1003218,185690,301854,GRB,exp_spaa,tank
hs-129b-3,Germany,2.0,0.48674004863688725,534670,114087,120303,ARB,exp_assault,air
fw_200c_1,Germany,2.0,0.4808697171354605,250256,30277,32686,ARB,exp_bomber,air
mig-17_cuba,Ussr,9.0,0.541334452370961,31970,7740,6558,ARB,exp_fighter,air
attaker_fb1,Britain,7.0,0.5534594565625167,42543,10327,8332,ARB,exp_fighter,air
mig-19s,Germany,9.3,0.5544552337767892,83738,25923,20831,ARB,exp_fighter,air
ussr_is_2_1944_321,Ussr,6.7,0.4961104140526976,26489,5931,6024,GRB,exp_heavy_tank,heavy_tank
yak-9k,Ussr,4.0,0.5420601009021199,1348579,339734,287012,ARB,exp_fighter,air
g_lynx,Britain,10.7,0.5477388515000944,80243,17417,14381,ARB,exp_helicopter,helicopter
uk_challenger_mk_3,Britain,10.7,0.5035863303457752,141857,39949,39380,GRB,exp_tank,tank
us_m2a2,Usa,1.0,0.43142450015585343,88859,19377,25537,GRB,exp_tank,tank
p-47d,Usa,4.3,0.5034389350940681,117641,23789,23464,ARB,exp_fighter,air
it_lancia3ro_100,Italy,1.7,0.4704384133611691,38665,11267,12683,GRB,exp_tank_destroyer,wheeled_vehicle
f-4k,Britain,12.0,0.5724392263114322,19302,7606,5681,ARB,exp_fighter,air
lightning_f6,Britain,9.3,0.5093083695767476,46366,19205,18503,ARB,exp_fighter,air
f-86_canadair_german,Germany,8.7,0.5930910829548172,63261,24809,17021,ARB,exp_fighter,air
jaguar_gr1a,Britain,10.7,0.5316279069767442,47890,10287,9063,ARB,exp_assault,air
uk_ac1_sentinel,Britain,3.0,0.5913688469318948,5991,1754,1212,GRB,exp_tank,tank
bv-155b-1,Germany,3.7,0.5238741616097093,29068,6561,5963,ARB,exp_fighter,air
it_44m_zrinyi_1,Italy,4.0,0.5362713093942691,21317,5914,5114,GRB,exp_tank_destroyer,tank
ussr_t_64_b_1984,Ussr,9.7,0.47046971628836176,480707,138001,155325,GRB,exp_tank,tank
it_semovente_m43_75_46,Italy,4.7,0.47816576359622714,98463,23827,26003,GRB,exp_tank_destroyer,tank
uk_destroyer_v_class_vega,Britain,3.7,0.49445646295294754,13259,3657,3739,NRB,exp_destroyer,ship
uk_higgins_78ft_mtb422,Britain,2.3,0.5359116022099447,5040,1164,1008,NRB,exp_torpedo_boat,fast_ship
uk_dark_class_mtb_td,Britain,2.3,0.5168539325842697,1465,368,344,NRB,exp_torpedo_boat,fast_ship
beaufighter_mk1_40mm,Britain,2.3,0.5870880968392737,4030,873,614,ARB,exp_assault,air
mig-9,Ussr,7.3,0.4945838695838696,150730,36892,37700,ARB,exp_fighter,air
germ_cruiser_emden_1944,Germany,5.0,0.47920892494929007,29747,5670,6162,NRB,exp_cruiser,ship
